    -0.301030      4.45025
      0.00000      3.72428
     0.301030      2.74036
     0.602060      2.24304
     0.903090      2.00000
     0.778151      2.06070
     0.903090      1.84510
      1.00000      1.84510
      1.07918      1.30103
      0.00000      3.91381
     0.301030      3.51055
     0.477121      3.24551
     0.602060      2.90309
     0.778151      2.50515
     0.903090      2.25527
    -0.602060      4.98227
    -0.301030      4.54407
      0.00000      3.81954
     0.301030      2.77815
     0.602060      2.30103
     0.903090      1.77815
      1.20412      1.41913
    -0.856985      5.77073
    -0.619789      5.56227
    -0.526864      4.08065
     0.170951      4.30205
     0.192079      3.69701
     0.264071      3.28364
     0.376385      3.08834
     0.463049      2.77699
     0.578904      3.41157
     0.600342      1.99858
     0.940351      2.97109
     0.961730      2.66820
      1.00173      2.66820
     0.301030      2.78283
     0.602060      2.04336
     0.778151      2.00860
     0.903090      1.89487
      1.00000      1.20412
      1.07918      1.19033
      1.14613      1.20412
      1.20412      1.21748
     0.361728      3.20257
     0.477121      3.53857
     0.602060      2.82347
     0.698970      2.20952
     0.778151      2.40140
      1.69897    -0.537602
      1.84510    -0.851809
      2.00000     -2.09691
      2.17609     -2.92082
      2.30103     -3.79588
      2.47712     -4.00000
      2.60206     -4.39794
      2.69897     -4.39794
      2.84510     -4.69897
      2.90309     -4.69897
      2.95424     -4.69897
      3.07918     -3.39794
     0.442480      2.91960
     0.687529      2.38021
     0.838849      2.02531
     0.950852      1.61278
      1.03902      1.23045
      1.11227     0.944483
      1.17493     0.591065
      1.22943     0.255273
      1.27784      0.00000
      1.32160    -0.221849
     0.301030      3.55145
     0.397940      3.25042
     0.477121      3.05690
     0.544068      2.07918
     0.602060      2.41497
     0.653212      2.34242
     0.698970      2.00000
     0.740363      1.60206
     0.778151      2.20412
     0.812913      2.00000
     0.875061      1.77815
     0.903090      2.00000
     0.929419      1.77815
     0.954243      1.30103
     0.977724      1.60206
      1.00000      1.60206
      1.02119      1.30103
      1.09691      1.30103
    -0.886057      5.53728
    -0.698970      5.54900
    -0.494850      5.22634
    -0.301030      3.94250
   -0.0969100      4.03027
     0.100371      3.73629
     0.501059      3.01341
     0.700704      2.32095
     0.900913      1.28772
      1.10037      1.27000
     0.568202      2.64948
     0.698970      1.77815
     0.845098      1.52288
     0.973128      1.22185
      1.11394      1.00860
      1.25527     0.255273
     0.544068      2.14613
     0.707570      1.95424
     0.832509      1.69897
     0.913814      1.38021
      1.00000      1.03342
      1.04139     0.698970
      1.11394     0.301030
     0.681241      1.71850
     0.770852      1.50920
     0.875061      1.39620
     0.944483      1.19312
     0.986772     0.204120
     0.423246      2.76268
     0.527630      2.61490
     0.632457      2.48572
     0.737193      1.89321
     0.842609      1.60638
     0.947434      1.12385
      1.05231      1.14301
      1.15746     0.431364
     -1.00000      6.73533
    -0.638272      5.12491
    -0.275724      4.56165
    0.0211893      3.67477
     0.235528      3.42308
     0.421604      2.94743
     0.607455      2.49610
     0.792392      2.10619
     0.978181     0.904174
     0.421604      2.91030
     0.607455      2.43169
     0.792392      2.11059
     0.978181      1.36229
    -0.455932      5.16401
     0.117271      3.92345
     0.421604      3.17173
     0.607455      2.58737
     0.792392      2.37967
     0.978181      1.57910
     0.421604      2.84825
     0.607455      2.39515
     0.792392      2.07335
     0.978181      1.04021
      1.14426     0.992995
      1.30771     0.176091
     0.421604      2.78462
     0.607455      2.61300
     0.792392      1.98403
     0.978181      1.46300
      1.14426     0.716838
